image_id,image_path,label,label_length,source,split
EU60AZF,data/raw/plate_crops/white/EU60AZF.png,EU60AZF,7,uk_plate_original_crops,train
EU69OWJ,data/raw/plate_crops/white/EU69OWJ.png,EU69OWJ,7,uk_plate_original_crops,train
EU77TVP,data/raw/plate_crops/white/EU77TVP.png,EU77TVP,7,uk_plate_original_crops,test
EU83TJI,data/raw/plate_crops/white/EU83TJI.png,EU83TJI,7,uk_plate_original_crops,train
EU87DNN,data/raw/plate_crops/white/EU87DNN.png,EU87DNN,7,uk_plate_original_crops,train
EU93DJW,data/raw/plate_crops/white/EU93DJW.png,EU93DJW,7,uk_plate_original_crops,train
EV07XZO,data/raw/plate_crops/white/EV07XZO.png,EV07XZO,7,uk_plate_original_crops,train
EV19AMV,data/raw/plate_crops/white/EV19AMV.png,EV19AMV,7,uk_plate_original_crops,val
EV21JEV,data/raw/plate_crops/white/EV21JEV.png,EV21JEV,7,uk_plate_original_crops,train
EV27SXZ,data/raw/plate_crops/white/EV27SXZ.png,EV27SXZ,7,uk_plate_original_crops,train
EV39PQH,data/raw/plate_crops/white/EV39PQH.png,EV39PQH,7,uk_plate_original_crops,train
EV43ROW,data/raw/plate_crops/white/EV43ROW.png,EV43ROW,7,uk_plate_original_crops,train
EV57CIL,data/raw/plate_crops/white/EV57CIL.png,EV57CIL,7,uk_plate_original_crops,train
EV66QDR,data/raw/plate_crops/white/EV66QDR.png,EV66QDR,7,uk_plate_original_crops,train
EV74FUS,data/raw/plate_crops/white/EV74FUS.png,EV74FUS,7,uk_plate_original_crops,train
EV75FOC,data/raw/plate_crops/white/EV75FOC.png,EV75FOC,7,uk_plate_original_crops,train
EV76PLG,data/raw/plate_crops/white/EV76PLG.png,EV76PLG,7,uk_plate_original_crops,train
EV90FEX,data/raw/plate_crops/white/EV90FEX.png,EV90FEX,7,uk_plate_original_crops,train
EV91NRN,data/raw/plate_crops/white/EV91NRN.png,EV91NRN,7,uk_plate_original_crops,val
EV92PTL,data/raw/plate_crops/white/EV92PTL.png,EV92PTL,7,uk_plate_original_crops,train
EV94LEI,data/raw/plate_crops/white/EV94LEI.png,EV94LEI,7,uk_plate_original_crops,train
EW05TXL,data/raw/plate_crops/white/EW05TXL.png,EW05TXL,7,uk_plate_original_crops,train
EW21BYR,data/raw/plate_crops/white/EW21BYR.png,EW21BYR,7,uk_plate_original_crops,train
EW25KHE,data/raw/plate_crops/white/EW25KHE.png,EW25KHE,7,uk_plate_original_crops,train
EW27PTK,data/raw/plate_crops/white/EW27PTK.png,EW27PTK,7,uk_plate_original_crops,train
EW31USK,data/raw/plate_crops/white/EW31USK.png,EW31USK,7,uk_plate_original_crops,train
EW33SBM,data/raw/plate_crops/white/EW33SBM.png,EW33SBM,7,uk_plate_original_crops,train
EW45GLY,data/raw/plate_crops/white/EW45GLY.png,EW45GLY,7,uk_plate_original_crops,train
EW67ZCA,data/raw/plate_crops/white/EW67ZCA.png,EW67ZCA,7,uk_plate_original_crops,train
EW80JWF,data/raw/plate_crops/white/EW80JWF.png,EW80JWF,7,uk_plate_original_crops,train
EW87OSD,data/raw/plate_crops/white/EW87OSD.png,EW87OSD,7,uk_plate_original_crops,train
EW95AQB,data/raw/plate_crops/white/EW95AQB.png,EW95AQB,7,uk_plate_original_crops,train
EW96LNW,data/raw/plate_crops/white/EW96LNW.png,EW96LNW,7,uk_plate_original_crops,test
EW97KAG,data/raw/plate_crops/white/EW97KAG.png,EW97KAG,7,uk_plate_original_crops,train
EW97RDA,data/raw/plate_crops/white/EW97RDA.png,EW97RDA,7,uk_plate_original_crops,train
EW99IMK,data/raw/plate_crops/white/EW99IMK.png,EW99IMK,7,uk_plate_original_crops,train
EX13VQQ,data/raw/plate_crops/white/EX13VQQ.png,EX13VQQ,7,uk_plate_original_crops,train
EX19KYC,data/raw/plate_crops/white/EX19KYC.png,EX19KYC,7,uk_plate_original_crops,train
EX21SQS,data/raw/plate_crops/white/EX21SQS.png,EX21SQS,7,uk_plate_original_crops,val
EX26BAV,data/raw/plate_crops/white/EX26BAV.png,EX26BAV,7,uk_plate_original_crops,train
EX30MQG,data/raw/plate_crops/white/EX30MQG.png,EX30MQG,7,uk_plate_original_crops,train
EX33RKT,data/raw/plate_crops/white/EX33RKT.png,EX33RKT,7,uk_plate_original_crops,train
EX33UFS,data/raw/plate_crops/white/EX33UFS.png,EX33UFS,7,uk_plate_original_crops,train
EX35AWZ,data/raw/plate_crops/white/EX35AWZ.png,EX35AWZ,7,uk_plate_original_crops,test
EX47FGL,data/raw/plate_crops/white/EX47FGL.png,EX47FGL,7,uk_plate_original_crops,train
EX55SBO,data/raw/plate_crops/white/EX55SBO.png,EX55SBO,7,uk_plate_original_crops,train
EX57RHV,data/raw/plate_crops/white/EX57RHV.png,EX57RHV,7,uk_plate_original_crops,train
EX65EKG,data/raw/plate_crops/white/EX65EKG.png,EX65EKG,7,uk_plate_original_crops,train
EX67APJ,data/raw/plate_crops/white/EX67APJ.png,EX67APJ,7,uk_plate_original_crops,train
EX80OSK,data/raw/plate_crops/white/EX80OSK.png,EX80OSK,7,uk_plate_original_crops,train
EX84GRR,data/raw/plate_crops/white/EX84GRR.png,EX84GRR,7,uk_plate_original_crops,train
EX93SSF,data/raw/plate_crops/white/EX93SSF.png,EX93SSF,7,uk_plate_original_crops,train
EY06TIL,data/raw/plate_crops/white/EY06TIL.png,EY06TIL,7,uk_plate_original_crops,test
EY06XJZ,data/raw/plate_crops/white/EY06XJZ.png,EY06XJZ,7,uk_plate_original_crops,train
EY09IKT,data/raw/plate_crops/white/EY09IKT.png,EY09IKT,7,uk_plate_original_crops,train
EY09SZP,data/raw/plate_crops/white/EY09SZP.png,EY09SZP,7,uk_plate_original_crops,train
EY15WOP,data/raw/plate_crops/white/EY15WOP.png,EY15WOP,7,uk_plate_original_crops,train
EY34OPX,data/raw/plate_crops/white/EY34OPX.png,EY34OPX,7,uk_plate_original_crops,train
EY44NRE,data/raw/plate_crops/white/EY44NRE.png,EY44NRE,7,uk_plate_original_crops,test
EY46SAU,data/raw/plate_crops/white/EY46SAU.png,EY46SAU,7,uk_plate_original_crops,train
EY48VSB,data/raw/plate_crops/white/EY48VSB.png,EY48VSB,7,uk_plate_original_crops,train
EY53NKM,data/raw/plate_crops/white/EY53NKM.png,EY53NKM,7,uk_plate_original_crops,train
EY57BWY,data/raw/plate_crops/white/EY57BWY.png,EY57BWY,7,uk_plate_original_crops,test
EY59CNS,data/raw/plate_crops/white/EY59CNS.png,EY59CNS,7,uk_plate_original_crops,train
EY59CYV,data/raw/plate_crops/white/EY59CYV.png,EY59CYV,7,uk_plate_original_crops,train
EY63UJM,data/raw/plate_crops/white/EY63UJM.png,EY63UJM,7,uk_plate_original_crops,train
EY70IZE,data/raw/plate_crops/white/EY70IZE.png,EY70IZE,7,uk_plate_original_crops,train
EY93ZON,data/raw/plate_crops/white/EY93ZON.png,EY93ZON,7,uk_plate_original_crops,val
EZ04YTY,data/raw/plate_crops/white/EZ04YTY.png,EZ04YTY,7,uk_plate_original_crops,test
EZ10MGD,data/raw/plate_crops/white/EZ10MGD.png,EZ10MGD,7,uk_plate_original_crops,train
EZ12RPC,data/raw/plate_crops/white/EZ12RPC.png,EZ12RPC,7,uk_plate_original_crops,train
EZ14JZZ,data/raw/plate_crops/white/EZ14JZZ.png,EZ14JZZ,7,uk_plate_original_crops,test
EZ16DDK,data/raw/plate_crops/white/EZ16DDK.png,EZ16DDK,7,uk_plate_original_crops,train
EZ18PGR,data/raw/plate_crops/white/EZ18PGR.png,EZ18PGR,7,uk_plate_original_crops,train
EZ22HXS,data/raw/plate_crops/white/EZ22HXS.png,EZ22HXS,7,uk_plate_original_crops,train
EZ26VVO,data/raw/plate_crops/white/EZ26VVO.png,EZ26VVO,7,uk_plate_original_crops,val
EZ29IXK,data/raw/plate_crops/white/EZ29IXK.png,EZ29IXK,7,uk_plate_original_crops,train
EZ33HTN,data/raw/plate_crops/white/EZ33HTN.png,EZ33HTN,7,uk_plate_original_crops,train
EZ39UWJ,data/raw/plate_crops/white/EZ39UWJ.png,EZ39UWJ,7,uk_plate_original_crops,train
EZ50QLI,data/raw/plate_crops/white/EZ50QLI.png,EZ50QLI,7,uk_plate_original_crops,train
EZ58KZQ,data/raw/plate_crops/white/EZ58KZQ.png,EZ58KZQ,7,uk_plate_original_crops,train
EZ75RXY,data/raw/plate_crops/white/EZ75RXY.png,EZ75RXY,7,uk_plate_original_crops,train
EZ76GMK,data/raw/plate_crops/white/EZ76GMK.png,EZ76GMK,7,uk_plate_original_crops,train
EZ83BEF,data/raw/plate_crops/white/EZ83BEF.png,EZ83BEF,7,uk_plate_original_crops,train
EZ83KEZ,data/raw/plate_crops/white/EZ83KEZ.png,EZ83KEZ,7,uk_plate_original_crops,train
EZ86TOB,data/raw/plate_crops/white/EZ86TOB.png,EZ86TOB,7,uk_plate_original_crops,train
EZ90VWK,data/raw/plate_crops/white/EZ90VWK.png,EZ90VWK,7,uk_plate_original_crops,train
EZ94ILA,data/raw/plate_crops/white/EZ94ILA.png,EZ94ILA,7,uk_plate_original_crops,train
EZ97AFW,data/raw/plate_crops/white/EZ97AFW.png,EZ97AFW,7,uk_plate_original_crops,train
FA01ZIM,data/raw/plate_crops/white/FA01ZIM.png,FA01ZIM,7,uk_plate_original_crops,val
FA07XLG,data/raw/plate_crops/white/FA07XLG.png,FA07XLG,7,uk_plate_original_crops,train
FA11ETO,data/raw/plate_crops/white/FA11ETO.png,FA11ETO,7,uk_plate_original_crops,train
FA15HCA,data/raw/plate_crops/white/FA15HCA.png,FA15HCA,7,uk_plate_original_crops,val
FA20ALK,data/raw/plate_crops/white/FA20ALK.png,FA20ALK,7,uk_plate_original_crops,train
FA20VUN,data/raw/plate_crops/white/FA20VUN.png,FA20VUN,7,uk_plate_original_crops,test
FA21VQG,data/raw/plate_crops/white/FA21VQG.png,FA21VQG,7,uk_plate_original_crops,train
FA28WVZ,data/raw/plate_crops/white/FA28WVZ.png,FA28WVZ,7,uk_plate_original_crops,train
FA31LTP,data/raw/plate_crops/white/FA31LTP.png,FA31LTP,7,uk_plate_original_crops,val
FA35WIC,data/raw/plate_crops/white/FA35WIC.png,FA35WIC,7,uk_plate_original_crops,train
FA36AVP,data/raw/plate_crops/white/FA36AVP.png,FA36AVP,7,uk_plate_original_crops,train
FA37OWM,data/raw/plate_crops/white/FA37OWM.png,FA37OWM,7,uk_plate_original_crops,train
FA38QNI,data/raw/plate_crops/white/FA38QNI.png,FA38QNI,7,uk_plate_original_crops,train
FA38WDB,data/raw/plate_crops/white/FA38WDB.png,FA38WDB,7,uk_plate_original_crops,train
FA42BYD,data/raw/plate_crops/white/FA42BYD.png,FA42BYD,7,uk_plate_original_crops,val
FA44GFD,data/raw/plate_crops/white/FA44GFD.png,FA44GFD,7,uk_plate_original_crops,train
FA50XZV,data/raw/plate_crops/white/FA50XZV.png,FA50XZV,7,uk_plate_original_crops,train
FA51KLI,data/raw/plate_crops/white/FA51KLI.png,FA51KLI,7,uk_plate_original_crops,train
FA57OSC,data/raw/plate_crops/white/FA57OSC.png,FA57OSC,7,uk_plate_original_crops,train
FA59QYL,data/raw/plate_crops/white/FA59QYL.png,FA59QYL,7,uk_plate_original_crops,train
FA64COX,data/raw/plate_crops/white/FA64COX.png,FA64COX,7,uk_plate_original_crops,train
FA74RKF,data/raw/plate_crops/white/FA74RKF.png,FA74RKF,7,uk_plate_original_crops,train
FA76PTD,data/raw/plate_crops/white/FA76PTD.png,FA76PTD,7,uk_plate_original_crops,val
FA77LNG,data/raw/plate_crops/white/FA77LNG.png,FA77LNG,7,uk_plate_original_crops,train
FA79LSN,data/raw/plate_crops/white/FA79LSN.png,FA79LSN,7,uk_plate_original_crops,train
FA91AKJ,data/raw/plate_crops/white/FA91AKJ.png,FA91AKJ,7,uk_plate_original_crops,train
FA98RBB,data/raw/plate_crops/white/FA98RBB.png,FA98RBB,7,uk_plate_original_crops,train
FB04MVT,data/raw/plate_crops/white/FB04MVT.png,FB04MVT,7,uk_plate_original_crops,train
FB06MDU,data/raw/plate_crops/white/FB06MDU.png,FB06MDU,7,uk_plate_original_crops,val
FB16MMJ,data/raw/plate_crops/white/FB16MMJ.png,FB16MMJ,7,uk_plate_original_crops,test
FB18ZRP,data/raw/plate_crops/white/FB18ZRP.png,FB18ZRP,7,uk_plate_original_crops,train
FB21ZRQ,data/raw/plate_crops/white/FB21ZRQ.png,FB21ZRQ,7,uk_plate_original_crops,test
FB22OFC,data/raw/plate_crops/white/FB22OFC.png,FB22OFC,7,uk_plate_original_crops,train
FB27RYF,data/raw/plate_crops/white/FB27RYF.png,FB27RYF,7,uk_plate_original_crops,train
FB33RQT,data/raw/plate_crops/white/FB33RQT.png,FB33RQT,7,uk_plate_original_crops,train
FB34BHB,data/raw/plate_crops/white/FB34BHB.png,FB34BHB,7,uk_plate_original_crops,train
FB35ZWM,data/raw/plate_crops/white/FB35ZWM.png,FB35ZWM,7,uk_plate_original_crops,train
FB44BQG,data/raw/plate_crops/white/FB44BQG.png,FB44BQG,7,uk_plate_original_crops,train
FB46FZN,data/raw/plate_crops/white/FB46FZN.png,FB46FZN,7,uk_plate_original_crops,val
FB50XVV,data/raw/plate_crops/white/FB50XVV.png,FB50XVV,7,uk_plate_original_crops,test
FB51CRJ,data/raw/plate_crops/white/FB51CRJ.png,FB51CRJ,7,uk_plate_original_crops,train
FB57JZZ,data/raw/plate_crops/white/FB57JZZ.png,FB57JZZ,7,uk_plate_original_crops,val
FB66ZBU,data/raw/plate_crops/white/FB66ZBU.png,FB66ZBU,7,uk_plate_original_crops,test
FB73RQX,data/raw/plate_crops/white/FB73RQX.png,FB73RQX,7,uk_plate_original_crops,train
FB76HVT,data/raw/plate_crops/white/FB76HVT.png,FB76HVT,7,uk_plate_original_crops,train
FB81KFO,data/raw/plate_crops/white/FB81KFO.png,FB81KFO,7,uk_plate_original_crops,train
FB84LIX,data/raw/plate_crops/white/FB84LIX.png,FB84LIX,7,uk_plate_original_crops,test
FB86NUZ,data/raw/plate_crops/white/FB86NUZ.png,FB86NUZ,7,uk_plate_original_crops,val
FB94YNM,data/raw/plate_crops/white/FB94YNM.png,FB94YNM,7,uk_plate_original_crops,test
FB97KOI,data/raw/plate_crops/white/FB97KOI.png,FB97KOI,7,uk_plate_original_crops,train
FC03KWV,data/raw/plate_crops/white/FC03KWV.png,FC03KWV,7,uk_plate_original_crops,train
FC04NZI,data/raw/plate_crops/white/FC04NZI.png,FC04NZI,7,uk_plate_original_crops,val
FC06ZWU,data/raw/plate_crops/white/FC06ZWU.png,FC06ZWU,7,uk_plate_original_crops,train
FC11TSN,data/raw/plate_crops/white/FC11TSN.png,FC11TSN,7,uk_plate_original_crops,train
FC14BSP,data/raw/plate_crops/white/FC14BSP.png,FC14BSP,7,uk_plate_original_crops,train
FC21HDJ,data/raw/plate_crops/white/FC21HDJ.png,FC21HDJ,7,uk_plate_original_crops,train
FC23KMB,data/raw/plate_crops/white/FC23KMB.png,FC23KMB,7,uk_plate_original_crops,train
FC34XWK,data/raw/plate_crops/white/FC34XWK.png,FC34XWK,7,uk_plate_original_crops,train
FC36LGH,data/raw/plate_crops/white/FC36LGH.png,FC36LGH,7,uk_plate_original_crops,train
FC36RDC,data/raw/plate_crops/white/FC36RDC.png,FC36RDC,7,uk_plate_original_crops,train
FC39KXX,data/raw/plate_crops/white/FC39KXX.png,FC39KXX,7,uk_plate_original_crops,val
FC40FNA,data/raw/plate_crops/white/FC40FNA.png,FC40FNA,7,uk_plate_original_crops,val
FC45PNV,data/raw/plate_crops/white/FC45PNV.png,FC45PNV,7,uk_plate_original_crops,train
FC47TFF,data/raw/plate_crops/white/FC47TFF.png,FC47TFF,7,uk_plate_original_crops,val
FC63GAR,data/raw/plate_crops/white/FC63GAR.png,FC63GAR,7,uk_plate_original_crops,train
FC68GOA,data/raw/plate_crops/white/FC68GOA.png,FC68GOA,7,uk_plate_original_crops,train
FC74PVE,data/raw/plate_crops/white/FC74PVE.png,FC74PVE,7,uk_plate_original_crops,train
FC78KKR,data/raw/plate_crops/white/FC78KKR.png,FC78KKR,7,uk_plate_original_crops,train
FC79QVL,data/raw/plate_crops/white/FC79QVL.png,FC79QVL,7,uk_plate_original_crops,train
FC86PYW,data/raw/plate_crops/white/FC86PYW.png,FC86PYW,7,uk_plate_original_crops,train
FC95OWV,data/raw/plate_crops/white/FC95OWV.png,FC95OWV,7,uk_plate_original_crops,train
FD02GZR,data/raw/plate_crops/white/FD02GZR.png,FD02GZR,7,uk_plate_original_crops,train
FD09HCZ,data/raw/plate_crops/white/FD09HCZ.png,FD09HCZ,7,uk_plate_original_crops,train
FD20VUN,data/raw/plate_crops/white/FD20VUN.png,FD20VUN,7,uk_plate_original_crops,train
FD22CKB,data/raw/plate_crops/white/FD22CKB.png,FD22CKB,7,uk_plate_original_crops,test
FD23GXX,data/raw/plate_crops/white/FD23GXX.png,FD23GXX,7,uk_plate_original_crops,train
FD25JJS,data/raw/plate_crops/white/FD25JJS.png,FD25JJS,7,uk_plate_original_crops,train
FD29WVG,data/raw/plate_crops/white/FD29WVG.png,FD29WVG,7,uk_plate_original_crops,train
FD30ZTL,data/raw/plate_crops/white/FD30ZTL.png,FD30ZTL,7,uk_plate_original_crops,test
FD34VSY,data/raw/plate_crops/white/FD34VSY.png,FD34VSY,7,uk_plate_original_crops,test
FD37UKF,data/raw/plate_crops/white/FD37UKF.png,FD37UKF,7,uk_plate_original_crops,test
FD45QFL,data/raw/plate_crops/white/FD45QFL.png,FD45QFL,7,uk_plate_original_crops,train
FD48QPZ,data/raw/plate_crops/white/FD48QPZ.png,FD48QPZ,7,uk_plate_original_crops,train
FD50OMG,data/raw/plate_crops/white/FD50OMG.png,FD50OMG,7,uk_plate_original_crops,train
FD56TQK,data/raw/plate_crops/white/FD56TQK.png,FD56TQK,7,uk_plate_original_crops,train
FD68GKL,data/raw/plate_crops/white/FD68GKL.png,FD68GKL,7,uk_plate_original_crops,train
FD71OQW,data/raw/plate_crops/white/FD71OQW.png,FD71OQW,7,uk_plate_original_crops,train
FD73REF,data/raw/plate_crops/white/FD73REF.png,FD73REF,7,uk_plate_original_crops,train
FD82UQZ,data/raw/plate_crops/white/FD82UQZ.png,FD82UQZ,7,uk_plate_original_crops,train
FD84QYT,data/raw/plate_crops/white/FD84QYT.png,FD84QYT,7,uk_plate_original_crops,train
FE13QXJ,data/raw/plate_crops/white/FE13QXJ.png,FE13QXJ,7,uk_plate_original_crops,train
FE14JHO,data/raw/plate_crops/white/FE14JHO.png,FE14JHO,7,uk_plate_original_crops,train
FE14UPJ,data/raw/plate_crops/white/FE14UPJ.png,FE14UPJ,7,uk_plate_original_crops,train
FE17CHS,data/raw/plate_crops/white/FE17CHS.png,FE17CHS,7,uk_plate_original_crops,train
FE26JEY,data/raw/plate_crops/white/FE26JEY.png,FE26JEY,7,uk_plate_original_crops,train
FE28DPF,data/raw/plate_crops/white/FE28DPF.png,FE28DPF,7,uk_plate_original_crops,train
FE30IRV,data/raw/plate_crops/white/FE30IRV.png,FE30IRV,7,uk_plate_original_crops,train
FE38LZY,data/raw/plate_crops/white/FE38LZY.png,FE38LZY,7,uk_plate_original_crops,train
FE38VJM,data/raw/plate_crops/white/FE38VJM.png,FE38VJM,7,uk_plate_original_crops,train
FE74JBA,data/raw/plate_crops/white/FE74JBA.png,FE74JBA,7,uk_plate_original_crops,train
FE79IFZ,data/raw/plate_crops/white/FE79IFZ.png,FE79IFZ,7,uk_plate_original_crops,train
FE80LIG,data/raw/plate_crops/white/FE80LIG.png,FE80LIG,7,uk_plate_original_crops,train
FE82OQG,data/raw/plate_crops/white/FE82OQG.png,FE82OQG,7,uk_plate_original_crops,train
FE82UNP,data/raw/plate_crops/white/FE82UNP.png,FE82UNP,7,uk_plate_original_crops,train
FF07QJE,data/raw/plate_crops/white/FF07QJE.png,FF07QJE,7,uk_plate_original_crops,train
FF07YGK,data/raw/plate_crops/white/FF07YGK.png,FF07YGK,7,uk_plate_original_crops,train
FF10VVM,data/raw/plate_crops/white/FF10VVM.png,FF10VVM,7,uk_plate_original_crops,val
FF37RLF,data/raw/plate_crops/white/FF37RLF.png,FF37RLF,7,uk_plate_original_crops,train
FF37UTQ,data/raw/plate_crops/white/FF37UTQ.png,FF37UTQ,7,uk_plate_original_crops,train
FF49MWN,data/raw/plate_crops/white/FF49MWN.png,FF49MWN,7,uk_plate_original_crops,train
FF51JVJ,data/raw/plate_crops/white/FF51JVJ.png,FF51JVJ,7,uk_plate_original_crops,train
FF51SPP,data/raw/plate_crops/white/FF51SPP.png,FF51SPP,7,uk_plate_original_crops,train
FF52MEG,data/raw/plate_crops/white/FF52MEG.png,FF52MEG,7,uk_plate_original_crops,val
FF59ADY,data/raw/plate_crops/white/FF59ADY.png,FF59ADY,7,uk_plate_original_crops,test
FF68AEV,data/raw/plate_crops/white/FF68AEV.png,FF68AEV,7,uk_plate_original_crops,train
FF73MSB,data/raw/plate_crops/white/FF73MSB.png,FF73MSB,7,uk_plate_original_crops,train
FF73XWN,data/raw/plate_crops/white/FF73XWN.png,FF73XWN,7,uk_plate_original_crops,val
FF75XIF,data/raw/plate_crops/white/FF75XIF.png,FF75XIF,7,uk_plate_original_crops,train
FF77PFV,data/raw/plate_crops/white/FF77PFV.png,FF77PFV,7,uk_plate_original_crops,train
FF79HQJ,data/raw/plate_crops/white/FF79HQJ.png,FF79HQJ,7,uk_plate_original_crops,train
FF90JXU,data/raw/plate_crops/white/FF90JXU.png,FF90JXU,7,uk_plate_original_crops,train
FF91DAA,data/raw/plate_crops/white/FF91DAA.png,FF91DAA,7,uk_plate_original_crops,train
FG15NAJ,data/raw/plate_crops/white/FG15NAJ.png,FG15NAJ,7,uk_plate_original_crops,train
FG17UEH,data/raw/plate_crops/white/FG17UEH.png,FG17UEH,7,uk_plate_original_crops,train
FG25QUC,data/raw/plate_crops/white/FG25QUC.png,FG25QUC,7,uk_plate_original_crops,train
FG26PIA,data/raw/plate_crops/white/FG26PIA.png,FG26PIA,7,uk_plate_original_crops,val
FG27ZFD,data/raw/plate_crops/white/FG27ZFD.png,FG27ZFD,7,uk_plate_original_crops,train
FG36GCS,data/raw/plate_crops/white/FG36GCS.png,FG36GCS,7,uk_plate_original_crops,train
FG36HGD,data/raw/plate_crops/white/FG36HGD.png,FG36HGD,7,uk_plate_original_crops,train
FG36VFQ,data/raw/plate_crops/white/FG36VFQ.png,FG36VFQ,7,uk_plate_original_crops,train
FG41WEU,data/raw/plate_crops/white/FG41WEU.png,FG41WEU,7,uk_plate_original_crops,train
FG43FNY,data/raw/plate_crops/white/FG43FNY.png,FG43FNY,7,uk_plate_original_crops,train
FG49WNT,data/raw/plate_crops/white/FG49WNT.png,FG49WNT,7,uk_plate_original_crops,train
FG51DLR,data/raw/plate_crops/white/FG51DLR.png,FG51DLR,7,uk_plate_original_crops,train
FG78NLL,data/raw/plate_crops/white/FG78NLL.png,FG78NLL,7,uk_plate_original_crops,train
FG90SVJ,data/raw/plate_crops/white/FG90SVJ.png,FG90SVJ,7,uk_plate_original_crops,train
FG95KYC,data/raw/plate_crops/white/FG95KYC.png,FG95KYC,7,uk_plate_original_crops,val
FG95ULL,data/raw/plate_crops/white/FG95ULL.png,FG95ULL,7,uk_plate_original_crops,train
FG98YDF,data/raw/plate_crops/white/FG98YDF.png,FG98YDF,7,uk_plate_original_crops,train
FH07POT,data/raw/plate_crops/white/FH07POT.png,FH07POT,7,uk_plate_original_crops,train
FH21VTH,data/raw/plate_crops/white/FH21VTH.png,FH21VTH,7,uk_plate_original_crops,train
FH23NWE,data/raw/plate_crops/white/FH23NWE.png,FH23NWE,7,uk_plate_original_crops,train
FH25RKN,data/raw/plate_crops/white/FH25RKN.png,FH25RKN,7,uk_plate_original_crops,train
FH27GWQ,data/raw/plate_crops/white/FH27GWQ.png,FH27GWQ,7,uk_plate_original_crops,train
FH35THT,data/raw/plate_crops/white/FH35THT.png,FH35THT,7,uk_plate_original_crops,train
FH37HRS,data/raw/plate_crops/white/FH37HRS.png,FH37HRS,7,uk_plate_original_crops,train
FH37PGC,data/raw/plate_crops/white/FH37PGC.png,FH37PGC,7,uk_plate_original_crops,train
FH40WMR,data/raw/plate_crops/white/FH40WMR.png,FH40WMR,7,uk_plate_original_crops,train
FH46IRN,data/raw/plate_crops/white/FH46IRN.png,FH46IRN,7,uk_plate_original_crops,train
FH48XCG,data/raw/plate_crops/white/FH48XCG.png,FH48XCG,7,uk_plate_original_crops,train
FH58FLJ,data/raw/plate_crops/white/FH58FLJ.png,FH58FLJ,7,uk_plate_original_crops,train
FH65ZGU,data/raw/plate_crops/white/FH65ZGU.png,FH65ZGU,7,uk_plate_original_crops,train
FH75VRG,data/raw/plate_crops/white/FH75VRG.png,FH75VRG,7,uk_plate_original_crops,train
FH76UED,data/raw/plate_crops/white/FH76UED.png,FH76UED,7,uk_plate_original_crops,train
FH81FMO,data/raw/plate_crops/white/FH81FMO.png,FH81FMO,7,uk_plate_original_crops,train
FH83GLA,data/raw/plate_crops/white/FH83GLA.png,FH83GLA,7,uk_plate_original_crops,train
FH86BYV,data/raw/plate_crops/white/FH86BYV.png,FH86BYV,7,uk_plate_original_crops,train
FH90MTL,data/raw/plate_crops/white/FH90MTL.png,FH90MTL,7,uk_plate_original_crops,train
FI13PCC,data/raw/plate_crops/white/FI13PCC.png,FI13PCC,7,uk_plate_original_crops,test
FI23SXJ,data/raw/plate_crops/white/FI23SXJ.png,FI23SXJ,7,uk_plate_original_crops,train
FI27KEM,data/raw/plate_crops/white/FI27KEM.png,FI27KEM,7,uk_plate_original_crops,train
FI41GLS,data/raw/plate_crops/white/FI41GLS.png,FI41GLS,7,uk_plate_original_crops,train
FI41PUT,data/raw/plate_crops/white/FI41PUT.png,FI41PUT,7,uk_plate_original_crops,train
FI48HZV,data/raw/plate_crops/white/FI48HZV.png,FI48HZV,7,uk_plate_original_crops,test
FI58TZO,data/raw/plate_crops/white/FI58TZO.png,FI58TZO,7,uk_plate_original_crops,val
FI60THJ,data/raw/plate_crops/white/FI60THJ.png,FI60THJ,7,uk_plate_original_crops,val
FI64DXK,data/raw/plate_crops/white/FI64DXK.png,FI64DXK,7,uk_plate_original_crops,train
FI64TJE,data/raw/plate_crops/white/FI64TJE.png,FI64TJE,7,uk_plate_original_crops,train
FI73HIT,data/raw/plate_crops/white/FI73HIT.png,FI73HIT,7,uk_plate_original_crops,train
FI83HID,data/raw/plate_crops/white/FI83HID.png,FI83HID,7,uk_plate_original_crops,train
FI86UZM,data/raw/plate_crops/white/FI86UZM.png,FI86UZM,7,uk_plate_original_crops,train
FI98GCC,data/raw/plate_crops/white/FI98GCC.png,FI98GCC,7,uk_plate_original_crops,train
FJ14DOO,data/raw/plate_crops/white/FJ14DOO.png,FJ14DOO,7,uk_plate_original_crops,train
FJ27BLM,data/raw/plate_crops/white/FJ27BLM.png,FJ27BLM,7,uk_plate_original_crops,val
FJ30QML,data/raw/plate_crops/white/FJ30QML.png,FJ30QML,7,uk_plate_original_crops,train
FJ30XSG,data/raw/plate_crops/white/FJ30XSG.png,FJ30XSG,7,uk_plate_original_crops,train
FJ32DYF,data/raw/plate_crops/white/FJ32DYF.png,FJ32DYF,7,uk_plate_original_crops,test
FJ34RTD,data/raw/plate_crops/white/FJ34RTD.png,FJ34RTD,7,uk_plate_original_crops,train
FJ44AWU,data/raw/plate_crops/white/FJ44AWU.png,FJ44AWU,7,uk_plate_original_crops,val
FJ57QOC,data/raw/plate_crops/white/FJ57QOC.png,FJ57QOC,7,uk_plate_original_crops,train
FJ59OYX,data/raw/plate_crops/white/FJ59OYX.png,FJ59OYX,7,uk_plate_original_crops,train
